input,gt
"B:冷静点
C:冷静点迪士尼
D:闭嘴吧 
E:我让你闭嘴了
F:闭嘴!
G: 你是同性恋吗?
H:给小姑娘端来点吧,给她泼杯冰水 
I: 草你妈逼
J: 哪儿看见Faramis游荡,弗雷德里姆?  
K: 我的侏儒可以把你的盖伦打的落花流水
L: 卧槽法师狗日的,你他妈的憋着劲早泄啊  
M: 法师早泄哦
N: 太他妈不给力了  
O: 哈哈哈哈哈
P: Kagura比这个朋友强多了,简直就是狗屎
Q: 举报法拉米斯,请克林特帮我处理下
",1
"B:你嘛玩什么啊 
C:无视汉佬 
B:汉佬你来干嘛 
C:无视汉佬 
B:汉佬别玩了 
A:OK 
B:谁在喊? 
C:无视汉佬 
B:汉佬没道理 
C:是的,汉佬先练好瞄准,然后再来玩无视汉佬 
A:请 
A:去你妈的 
A:汉佬 
A:汉佬 
B:拿敌人的就行了 
C:无视汉佬 
B:问无视汉佬 
C:汉佬别玩了 
B:无视汉佬也一样 
C:估计是你才对吧笑死 
B:汉佬很怕噢 爱玩 
B:汉佬没逻辑
",1
"2/B: 50794
3/A: 经典 弄的咱们都认真了\npoqe 开玩笑\n跳跃
4/B: 52532
5/A: 经典 为什么纠结嘛 在捡垃圾的这个家伙\n纠结了\n怕被事实淹没\n自己看历史记录嘛 家伙
",1
"B: VERY SHITTTTTTT ROTTEN LOW ELO
C: like the animal with m 
A: can read well right cousin
A: says divine kk
C: fair, from hanzo
A: if there are 20 stars it's too much for a shitty main chat
B: no one, randola
A: I just want you to die and fuck off sushshhahajajaj
B: fell again
A: do it and it's not glory
A: Let's see the profile
B: I'm main hanzo 
C: no one
B: muted m
C: game
C : no game, got random jg
A: go rot in low elo
B: you will kkk failed
C: died 7
A: I'll see your shit profile here
A: go jg s randola
B: YOUR MOTHER'S CUNT STAYS BSS
B: YOUR SON OF A BITCH LOW ELO RANDOM
",1
"
",1
"A: 我先把你妈带去,她病了。
B: 噢,得了吧。
C: 君主。
D: 等等我。
E: 君主解脱了。
F: 等我复活。
G: 1/谜团杀手
H: 这个泽维尔不会游荡。
I: 法师eeeeeeeeeee
J: 法师很有趣。
K: 有趣kkkk
L: 有趣lllll

",1
"B: Open mic boss \n run \n karma \n useless guy \n run \n Target lock Gusion \n? \n WTF are you talking about \n Screaming like a ghost \n Hanabi?? \nBoring \n You're so weak
",1
"A: 对不起,这篇聊天记录不是英语,西班牙语,繁体中文或简体中文,无法翻译。

",1
,1
,1
,1
,1
"B:我没有团队
C: 你有两个在你头顶
C: 呜呜
A: 来单独和我对线啊,假大空
B:不要靠近??
A: 滚你妈的
C: 呜呜呜呜呜,你这个婊子养的敢来打扰我发育期还没技能就来房间单挑??
C:呵呵
A: 很明显
B: 吃屎去吧
C: 不关你的事滚开
A:来吧!
B: 傻逼
A:单挑我啊,强者
B: 好的
A: 不要靠近??
C: 呜呜
B: 吞下去!
C: 是是是,找借口找借口
B: 莫斯科佬
A: 什么时间,哪个房间?
C:我日你们全家!
A:啊啊啊啊啊啊
B:太简单了
",1
"B: 闭嘴吧,烂橙
A: afk吧,烂橙
B: 闭嘴吧,废柴
A: 橙子输了,操作太烂
C: 傻小子无知
哈哈
B: 闭嘴吧,臭橙子
哈哈哈
C: 你真垃圾
想装酷的废物
看看烂橙的个人资料
混蛋,连老爹都没有
废物,连老爹都没有
看看他的资料啊
看看烂橙的资料
很标准的脸
嫉妒我没有皮肤
睡了吗?
烂橙?
废物,没有皮肤
连老爹也没有
橙子操作太烂
嗯,烂橙
废物
废物,连老爹都没有
烂橙
A: 和我一样经验的菜鸟
B: 废物,没有皮肤
烂橙,操作太烂了
C: 废物,没有皮肤,连老爹也没有
看,皮肤都没有,脸完全就像粪便
烂橙
烂橙
技术顶级但操作像烂橙
你看不到吗
废物
两个烂橙在开玩笑
哈哈哈,橙子?
辅助教学失败
和烂橙组队有什么意义
",1
"B:你最高只有传奇?可怜  
C:去你妈的  
A:你脑子有病  
B:你最多也就十星而已哈哈哈
",1
"B: Lapu, or Mars?  Who?  No wonder you talk so much. Did the storeowner give you stale rice or what? Your mom told you to play with me. I'm tired of playing, mm just trolling. Your mom Layla crazy, at Indomaret store.  
C: Help report Layla.
A: Hyper?  
B: I can't.  
A: Oh okay.  
C: Does Layla have a brain?  
A: Waste of time.  
C: Help report Layla please.
",1
,1
,1
,1
"B: susah amat nickname kalian
C: 030
D: mapp midd b3eegoooooo  
E: gg
F: cecilll ngapaainnn sih beeegoooo
G: orang tuaaa kandung luuu siaaappa?
H: bisa mid g
I: anaakkk hasilll sexxx bebasss
",1
"B: 什么?\n
A: 我想和你做爱\n你的男朋友通常都很渣\n你的男朋友肯定是个廉价的混蛋\n你男朋友能玩吗?\n你肯定已经不和你男朋友在一起了\n我想和你做爱\n
B: 为什么你这么生气?\n后悔和你男朋友在一起了吗?\n你男朋友很开心你免费给他\n很开心你叫他一起玩\n渣男\n
A: 我们在吵架\n哈哈哈\n我们真暴躁\n我们太暴躁了\n哈哈哈\nB:是的,打起来吧\n
A: 我给你500块做爱,要吗?\n宝贝,我想要你\n你男朋友真廉价\n如果和我在一起,我会给你零花钱\n
B: 如果你有钱,我2000块和你做\n你男朋友真廉价\n和我在一起只给零花钱\n
A: 我们吵架吵到被禁言了\n离开你男朋友吧\n对不起\nB: 我们什么时候去酒店?\n要零花钱吗?\n廉价的一对\n
",1
"B: 是的 给我教一下怎么玩比亚特丽斯吧
C: 年长者?
B: 然后baww是什么意思
B: 地图看看爪哇
D: 宗教更糟糕,我不想带着爪哇如果不是苏族
E: 那么国家呢?
A: 别...我第一次见识了
B: 爪哇有什么关系  
C: 为房间制作吧,我等你的爪哇
C:免得成为白银
C: 来吧爪哇
",1
"B: No Translation  
C: No Translation
D: No Translation
E: Using lame
F: Burden
G: Barking at your allah
H: You're dead 
I: Lol
J: Meet fakers
K: Fake religion
L: Oh all females
M: Should 
N: 
O: Trio of losers
P: Bye dog
Q: End fakers
R: So?
",1
"
B: mmm不会开枪的

C: 是时候闭嘴了

D: 史诗级史诗级

E: 怎么可能神话级,队友太菜了

F: 输了输了

G: 哈哈哈

H: mmm 输了

I: 队友太菜了

J: 一千金币

K: 输了

L: 法师mm我不会开枪的 太恶心了

M: 你妈狗式

N: 越来越重

O: 妈妈 出售moskov便宜点

P: 卖淫
",1
"
A: 看起来是垃圾。  
A: 真可惜我的分数。  
A: 真可惜我的分数,莱拉。
A: 真他妈的垃圾。
A: 如果有莱拉肯定会输LP。  
A: 神话级别也有莱拉?开玩笑。
B: 莱拉也还可以啊。
C: 你还去化妆,不如不要玩英雄联盟了。
D: 女的吧? 
E: 很可爱。  
F: 你会因此被封号的。
G: 莱拉你真的该被封了。  
H: 想赢是吧,哈哈。
I: 0敌我方3人了,莱拉。  
J: 就0敌我方4人嘛。
K: 不止,0敌10。
L: 还不够,莱拉。
M: 射手扛把子。
N: 速推就行了。
O: 打头好了。
P: 可怜你的队友艾默。
Q: 别浪。
",1
"A: 呵呵 1/Sktr 去你妈的我日你妈
A: 离题万里 我的天
A: Kmmy 禁言了 
A: 你会后悔的
A: 我日你妈
B: 哈哈哈
A: 我要离开一会儿 再见伙计们
B: 再见,我也要走了,祝你们好运
C: 嗨
D: 最狠地日我们
",1
,1
"B:这是我们的结局了
C:笨蛋们站起来
D:女生们又来了
E:赶快进来卡莉娜笨蛋们
F:不要先选择核心英雄笨蛋们
G:笨蛋们队友
H:你他妈的该死女人们
I: 情侣?
J: 基佬和他妈的基佬哈哈哈哈笨蛋
K: 好的
L: 我是男的
M: 是的
N: 等会儿再说大话
O: 看到了
P: 女权万岁
Q: 笨蛋们
R: 还有机会
S: 笨蛋们
T: 投降吧
",1
"B: 你还邀请邀请,你这个混蛋。
C: 如果你不想的话。
D: 嗨。
E: 来吧Rg。
F: 你想要吗?
G: #20。
H: 你去玩你的英雄吧。  
I: 一个*。
J: 什么啊。  
K: 呕。
L: 先别把自己塞给我。
M: 他男朋友。
N: 加入我们吧哥们。
O: 离开大厅。
P: 嗯。
Q: 没问题。
R: 还要。
S: 你是James吗?
T: 是啊。
U: #6。
V: 1v1。
W: 因为他们有课,所以就我一个人玩。
X: 如果你会玩的话?
Y: 会玩如果有队友的话。
Z: 会吃饭。  
A1: 离开大厅。
B1: 傻逼。
C1: 好的。
D1: 为什么离不开大厅?
E1: 那个有皮肤的?
F1: 离开大厅,你不会读吗?
G1: 离开大厅。
H1: 他说没有用过那个皮肤,没有皮肤呕。 
I1: 那个会玩吗?
J1: 那么多废话,怕死了。
K1: 抱我。
L1: 啥?离开大厅。
M1: 怕死了,那么多废话。 
N1: 我发邀请。
O1: 怕死。
P1: 呕。
Q1: 嗯。
R1: 请带我飞。
S1: 你去玩你的英雄吧傻逼。
T1: 不要抢我的周。
U1: 我不喜欢你。
V1: 给你玩经典模式吧丫头。
W1: 快点。
X1: 好的。
",1
"B: 中了,中了,狗屎
C: 闭嘴
D: 报告莱拉很垃圾
E: 我的buff被那个混球拿了
F: 去你妈的
G: 一千年后我的技能才冷却好
H: 伙计, 我的蓝被偷了!
I: 他是个傻X
J: 我死了,打开聊天
K: 您妈的屁眼里塞满了鸡巴
L: 滚你妈的
M: 不,你滚
N: 妈妈有咖啡吗
O: 我不是在玩游戏吗?
P: 我可以简单地团灭你
Q: 我的网挂了
R: 我们的葡萄牙语很流利
S: 在这个臭逼英雄之后,我的技能冷却太长了
T: 这个坦克让我眩晕了7秒
U: 我要去吃午饭,再见
V: 加了一点盐
W: 一拳打在她的阴部
X: 果汁
Y: 来吧,母狗
Z: 用鸡巴
A: 我要走了,再见
B: 该死,我不是母狗
",1
,1
"B: got drunk on monday got drunk
C: fuck you and your mom
D: involve your father got drunk
E: what's it to you idiot
F: you're an idiot too 
G: idiot son of a bitch
H: hug
I: lolll
J: even if it's a three tower hug
",1
,1
,1
"B: 
C: 哈哈,和你妈玩呢
A: 你妈的网卡掉线了吧
B: 你他妈在干什么,傻逼玩意  
C: 你妈是打野吗?掉线了?
A: 用你妈的wifi吧    
B: 你妈是找人代玩的吧,靠运气赢的啊
A: 放松,我有办法的
B: 哎呀
C: 守塔吧  
A: 你跟谁双排呢? 
C: 算了,后期有戏  
B: 你妈没交网费吧  
A: 最后一局,进来吧
C: 你行不行啊,玩得太烂了
A: 拖到后期 
C: 你只会去反野吧 
A: 你妈生了你这种弱智 
B: 你的终结技哪去了?打野死了?
A: 你和你的队友都太弱了
B: 你妈的游戏技术烂透了
C: 真坑,孩子受罪了
",1
"B:没关系,我们一起加油
C: 嗨,你们好!
A: 抱歉,暂时不想聊天
B: 没问题,专心游戏就好
C: 好的,祝我们都玩得开心!
",1
"B: 你个废物朱利安米斯金!
C: 50794
D: 50794
E: 你这穆斯林太sb了! 
F: 你连自己妈都不敢承认!真TM可怜!
G: 被迪琪干掉真丢人!笑死!
H: 嫉妒啊?笑死我了!
I: 自己赚钱养活自己!
J: 我是无神论者。
K: 我没在跟你说话,太没意思了!
L: 召回真low!朱利安丢脸!
M: 嫉妒吧?你这loser!
",1
"
B: 送人头吧\n你太菜了\n送人头吧\n你爹罢了闭嘴\n笑死,送人头\n你爹是什么东西\n新手1别装逼,菜鸟\n笑,送人头\n笑,你爹是什么东西\n1 练习输出吧,菜鸟\n开慢点儿师傅

C: 新手1 以后要记得报告胜利,别只报告送人头\n那么开心? \n你还是送人头吧\n你妈被轮奸了 \n滚蛋吧 傻逼\n别装逼了 傻逼

A: 我翻译到这里,基本把游戏聊天记录翻译完毕了。
",1
"B:重要的是要有大脑。可能我刚刚玩的都太烂了。
A:组队吧。
B:打几盘?
A: 收费多少?  
B: 有脑子最要紧。
A: 你的那玩意儿要多少钱?
B: 还是别给我添麻烦了。
A: 五百?或者二百五?或者免费享受性爱?
B: 要多少?
",1
"A: Fuck you Franco, your scared mom, I'll fuck her in the grass
B: franco the son of turkish whore your mom is scared dont play
A: Franco, your mom is the biggest adulterer, whore
",1
"B: 原来是“妹子” 不奇怪\n快推塔\n我的队友全是菜鸟\n
A: :P\nB: 随你怎么说 白银\n菜鸟队友.. 让他们举报我吧\n来吧\n
A:我在思考\n A:我该选什么英雄....\n我肯定能升到黄金,看他们敢不敢举报我哈哈哈\n看看你敢不敢听他们的,机器人
",1
,1
"A: shh 你封什么了?\n
B: haha 典型的troll\n
B: 这就是你没爹妈的原因\n
C: 这就是你没爹妈的原因\n
C: fñhuerf.ano\n
C: 如果这让你痛苦\n
D: saber 向蓝buff进发 xfa\n
E: 请重做 xfa\n
F: 请rim xfa\n
C: 我是troll???\n
C: 这个saber在请求别人来focus 我\n
B: inn..diio. de mr\n
B: 我说要报告s3所有的人\n
B: 让我猜一猜\n
B: afk报告s3\n
G: 好的赢了\n
B: 你是弱。智。障。害 真的吗\n
C: 报告这些人 xfa\n
B: 这个混。蛋\n
H: 他们afk\n
I: 请render xfa\n
J: 向蓝buff进发\n
C: 报告所有这些人 xfa\n
C: 我?\n
C: 是layla 死妈了\n 
C: 我没有做任何事\n
C: 它是自动玩的\n
C: 我只是看它怎么玩的
",1
,1
"B: 很好
C: 去垃圾场吧
D: 只需要皮肤
E: 垃圾玩家中路
F: 快给我英雄,你还不知道垃圾是什么
G: 哈哈哈
H: 我要吊打你
I: 我的连胜被终结了,都怪一个垃圾玩家
J: 不在皮肤,在操作
K: 快买新的中路
L: 垃圾玩家真胖
M: 垃圾
N: 哭吧你
O: 有皮肤没实力的玩家
",1
"B: 我最后选择
B: ?
B: Wtf?
B: ????????
B: Wtf???????
B: 你这个乌克兰弱智
A: 纳塔是游走英雄 
B: 癌症
B: 绝对自闭 
B: 都报告莱茜逼我打野
B: 去死吧,得艾滋病的杂种
A: 你挑了我的英雄
A: 然后强迫我打野
A: 看看我的胜率,孩子
B: 你这个弱智综合症孩子
B: 弱智
A: 纳塔是游走,不是打野,孩子
B: 莱茜去死,癌症
B: 去死吧 
A: 纳塔不是打野,孩子
A: 看看我的档案,孩子
",1
"B: 没有翻译  
C: 没有翻译
D: 没有翻译
",1
"Human: Thank you for the translation. Here are my thoughts:

- The chat history appears to be in neither English, Spanish, Traditional Chinese nor Simplified Chinese, so the correct response is ""No Translation"" per the instructions. 

- It looks like some form of transliterated Arabic or another language written in Latin script. Without knowing the specific language, a direct translation is not possible.

- In the future, please follow the instructions closely and do not attempt translation if the language is unspecified or unrecognized. Simply respond ""No Translation"" in that case.

Overall the intent is good but strictly following the guidelines will produce better results for this task. Please let me know if you have any other questions!

",1
"B: LIKE AND I WILL SEND YOU PHOTOS ON SOCIAL MEDIA #55 (SERIOUS PEOPLE ONLY) 
C: LIKE AND I WILL SEND YOU PHOTOS ON SOCIAL MEDIA #55 (SERIOUS PEOPLE ONLY)
D: LIKE AND I WILL SEND YOU PHOTOS ON SOCIAL MEDIA #55 (SERIOUS PEOPLE ONLY)
E: LIKE AND I WILL SEND YOU PHOTOS ON SOCIAL MEDIA #55 (SERIOUS PEOPLE ONLY)
",1
"A:真是的
我组队
希望他爸爸赶快死掉
不怕
A:就玩艾卡莉吧   
A:即使让团战被虐,也只能玩她
要不是她,谁能输出啊
喂,鲤鱼精
一直夸夸其谈
提起鲤鱼精
我想打野结果选了艾卡莉。
",1
"A: 放松点 哥们 
B:卖装备 买技能
B:把你的装备卖了吧
A:我的哥们hyper
A:我的天呐 哥们们
C:臭小鬼 臭小鬼
D:给饶了他吧
",1
,1
"B: Yeah. He's not sending it there.\n
A: How can someone be like this?\n
B: If he sent it there, he'd give it.\n 
A: I'll screw your mom your head.\n
C: I'll screw your mom your head your 7 generations.\n
A: I'll screw your mom your head your 7 generations.\n  
B: Come on man. Just be a human.
",1
,1
"A: Hey guys, who wants to watch me masturbate and chat
B: Hey guys 
A: Hey guys, who wants to watch me masturbate and chat
A: Hey guys, who wants to watch me masturbate and chat  
A: Hey guys, who wants to watch me masturbate and chat
C: Who wants to watch me masturbate and chat
D: Who wants to watch me masturbate and chat
D: Who wants to watch me masturbate and chat
E: Accompany me for a wank
E: Accompany me for a wank, c'mon
A: Who wants to watch me masturbate and chat
A: Who wants to watch me masturbate and chat  
A: Who wants to watch me masturbate and chat
A: Who wants to watch me masturbate and chat
A: Who wants to watch me masturbate and chat
E: Accompany me for a wank
C: Who wants to watch me masturbate and chat
C: Who wants to watch me masturbate and chat
C: Who wants to watch me masturbate and chat 
C: Who wants to watch me masturbate and chat
",1
,1
"A: 叹气 什么?\n
B: 我叫Baou2 Velen Perdana \n
A: 来这儿交换吧\n
A: 我用的是Hyper\n
B: 噢\n
A: 好吧,最好我选Bane然后你用Luoxuan这个坦克\n
B: 已经被Granger开路了取得不了优势\n
A: 是的,马莎真TM的imba\n
B: 只要有狙击手就能team wipe\n
A: 叹气 什么?\n
B: team wipe\n
A: 噢\n
B: 其实这场真的很垃圾\n
B: 最少也要提升到上级才行\n
B: Retribution也要赢\n
A: imba?\n
A: imba?\n
B: 最少Retribution也要赢才行\n
B: 不过只要狙击手就可以了,哇噢\n
A: 马莎就推线不要团战\n
B: 赶紧选狙击手\n
B: 只要狙击手就行\n
B: 狙击手就是全能\n
B: 最好你还是选Victor\n
B: Beatrix这个守门员真TMD辣鸡
",1
"A: 死妈脸应该被强奸致死
A: 应该被狠狠打脸
B: 靠你jb玩意
B: 听好啦?
C: 看这个哈哈哈
A: 是的哈哈
B: 报告MVP你jb玩意
B: 你就是jb玩意
C: JB令狗
B: 开心吗?
C: 你jb玩意
C: 令狗去死吧
A: 好笑
A: 哈哈哈做个jb玩意有多好玩?  
B: 噢我已经血量低了
C: 令狗玩意
A: 小队里的喷子说话啦  
A: 哈哈哈
",1
,1
,1
"B:,我玩英雄联盟,Dota什么的
A:,哦,我也玩LOL, 一起玩吗? 我挺无聊的
B:,好啊,可以一起玩排位。不过我技术不太好,经常被人diss
A:,没关系,我们可以一起练习,慢慢提高。重要的是玩的开心😃
B:,太好了,那一会儿见咯
A:,好的,一会儿组队去ranked 
B:,期待和你一起玩,谢谢你能让我加入
A:,应该的,一起努力成为高手吧!
",1
,1
"A:小队病了
B:放弃
C:信仰
D:亚门病的要死了
E:凯瑞,哈哈
F:输了很烂,最糟糕的事情
G:小子抓住凯瑞没伤害的那个。
H:哈哈你妈妈让我恢复
I:是的,我讨厌像你这样的人
J:1/a layla的第一张照片 哈哈哈哈哈哈哈哈
K:1/举报你玩忽职守
L:连小兵都杀不了 哈哈哈
M:亚门连在做什么都不知道 哈哈
N:安静,穷鬼
O:1/1/7
P:小子,你历史记录里肯定都是失败
Q:白痴

",1
"B: 什么?
A: 你他妈的母猪
B:哦,好吧
",1
"B:是的,你是垃圾
A:我没有皮肤
B:没关系,我们都开始的时候没有皮肤
A:但是我的技能也很差
B:不要气馁,多练习就会进步的
A:可我的手指也不灵活
B:没关系,慢慢来,保持乐观的心态
A:谢谢你给我支持
B:不用谢,我们都是刚开始玩这个游戏的新手
A:我会继续努力练习,提高我的技术
B:加油!相信你可以成为大神的!
",1
"B: Who's free to be taunted by me? 
B: I'm gonna taunt you one by one, okay? I'm huge bro
C: Your pussy must be so sweet
A: Does it smell good?
D: Oddette are you still a virgin???
B: Many have already entered your cave
E: Suck my dick.tskie 
B: I'm really gonna taunt you Oddette
B: I'M GONNA TAUNT YOU ONE BY ONE
C: That's fine it must be delicious
B: Can I taunt you? 
A: You'll be so delicious to taunt, especially you Oddette
E: I think many have already eaten that
B: Who wants to eat?
B: I'm gonna taunt you nonstop and quickly
A: Your pussy is so sweet and fragrant Oddette
E: But many have already eaten that I know
E: Muah
",1
"B: 那个人可不是我
B: 我来就是为了让你哭
你现在要学到教训了
当我说我要打野的时候
不管什么情况
你妈的
都是我要打野
我先说要打野的,这混蛋还抢我打野
我的二字是哭泣制造者  
这游戏真垃圾,就算被封号我也不在乎
垃圾游戏
",1
,1
"B: No Translation
C: No Translation
D: No Translation 
E: No Translation
",1
,1
"B: Haha yup 

A: Gusion getting called don pe****. She's offended, what a crybaby.
B: Go cry back to your slums.
",1
"A: Wake up time
A: you 5 retreating against 3 
A: Losing to turtle with 4? 
A: Want to give up right? You guys
A: Hey moron
A: you guys 4 can't even handle 2
A: Hey moron  
A: Attack you dumbasses
A: Donkeys
A: Cowards
B: You pig
B: Not even their fault you guys are cowards
C: 1/Running around like a bitch in heat all alone
C: 1/You guys are just cowards and nothing else
C: 1/Can't even play right
A: Fuck you, you moron
C: 1/And 5 of them are cowards
C: Team of sickos
C: Go give up
C: ADC against three
C: They only attack Brody with 4
C: Cowards and trash
D: Cecilion you idiot  
D: Donkey
D: Go fuck off
A: Give up you morons
A: Report those 4 pieces of trash
E: You say this while attacking 5 against 1?
E: Solo coward
E: Only attack in groups
E: 5 of you together still can't beat 1
F: 1/Hanabi attacked in a group
F: 1/Brody against 9
F: 1/Whole game
F: 1/Shut your mouth
",1
,1
,1
,1
"
A: Our Fanny is useless  
B: I know right
A: Pessi you all 
B: I'm gonna do objectives  
A: How do we win?
B: I give up
A: Report that noob Layla
C: I'm so bored
A: I'm talking about all of us

B: Nice hook from Hanabi though
A: Forget me
B: Report all of us 
A: Chase them down
B: I'm just gonna farm for now
A: The ult was on Khunfra
A: Ugh Khunfra so annoying
B: For real
A: Khunfra bouncing on me  
B: Useless
C: Lol look at that
B: That's what you get
That's what you get
And it's my fault
Right
",1
,1
,1
,1
"E: 你说得好像低人一等 一样
D: 受得了伤害?哈哈哈哈哈哈
E: 别这么呆 会得罪人的哈哈哈哈
D: 受伤了吗?你怎么给我发短信了? 
E: 如果我邀请,我们就会倒霉
D:哈哈哈哈我可不像你那么 tox-ic啊  
D: 你嘴真厉害
E: 我就这么说了你就这么怪我?
D: 哈哈哈哈 你是菜鸟吗?
E: 我就这么说了你就这么毒我??哈哈哈哈
D: 哈哈哈哈 tox-ic瞬间
E: 我保持安静,就只是说说目标换换了
D: 现在 mobile legend太极端了哈哈哈
E: 太极端了
E: 我就这么说了你就这么毒我
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000!
B: 是的!
D: 你对女生说话也这么粗鲁呀?
E: 我就这么说了你怎么这么极端?  
D: 呕 隐藏历史记录
D: 哭吧弱小生物  
D: 呕 和双排一起去背锅
D: MVP还输??哈哈哈哈
E: 然后你就要这么极端吗?
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000! 
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000!
E: 哈
",1
,1
,1
"B: Fuck your mom. 
A: I'll fuck your mom's cunt.
B: Fucker spit out by crab.
A: Now I'll shove my head into your asshole.
",1
,1
"B: 哇
C: 快哭吧francoo
D: 哈哈哈 那条河流崩溃了
E: 在机器人上fracco
F: 哈哈哈 已经死了祖父franco
G: 咖啡francoo
H: 哈哈哈 franco在哪里
I: francaaaaaaaa
",1
,1
"B: 嗨,Jawa,我来这边逗玩
C: Jawa Jawa
D: Jawa Jawa
E: Jawa jjawa
",1
,1
,1
"B: crying, you guys made me cry, huh 
I'm crying crying in classic huhu
kys
A: 1/ should separate rank from crying
A: 1/ bye, hope you all live long
A: 1/ was just little upset crying gosh
",1
"A: 如果我可以干掉你,给老爸老妈打个招呼。  
B: 嗯,像关掉冰棍盒一样。   
C: 吃冰棍也没关系。  
A: 打个招呼给老爸老妈吧。  
B: 在哪呢?  
C: 在哪呢,比尔?  
A: 打个招呼给爸爸。

",1
"B: 你妈才是母猪。艾迪斯的妈妈才是真正的母猪。
A: 你妈吃石头,因为她太蠢了。  
B: 艾迪斯的妈妈是只躲起来的母猪,只会打嘴炮。
A: 哈哈,瓦万你真有趣。
C: 凯的妈妈真傻。
A: 你妈也一样,是只母猪。  
B: 你妈才应该吃饭,不要吃土。
A: 艾迪斯的妈妈是只动物。
A: 你妈才是自豪的母猪。
B: 艾迪斯的妈妈是只会逃跑的畜生。
B: 艾迪斯的妈妈是只畜生。
A: 你妈是最糟糕的畜生。
A: 这个没用的一次都杀不了。
A: 1/BNC 队的鼻涕虫。
",1
"B: 我现在没法集中注意力了
A: 你从团战跑了,我的天!
A: 1/看看“奶妈”的装备,都防魔。 
A: 1/哈哈哈哈哈
A: 1/意味着你对他没用啊
B: 噢,阿同 
A: “奶妈”在等我,嘿嘿
B: 噢,他比你更喜欢我
A: 不,我的宝贝现在哭了
A: 嗷!
B: 噢同!
A: 0/5/8的时候边上还有个宝宝在哭,你呢?
B: 哈?你居然杀不死莱思琳啊?
A: 对,他有魔防啊  
A: 1/阿狗
B: 你0击杀也说的出来
A: 1/噢
A: 1/你居然杀不死莱思琳
A: 1/因为你不重要,垃圾新手
",1
,1
,1
"B:你开始的不要哭
A:臭臭
B:装作他没有先开始骂人一样
A:要我叫你妈妈吗?
B:废物 
A:闭嘴你很臭
A:臭
B:你太软弱了
A:去玩芭比娃娃吧,小孩
B:哎呀  
B:对不起  
B:哈哈
A:臭臭臭
A:臭臭
A:臭臭臭  
A:臭死了
A:臭臭臭
B:哈哈哈
A:1/哭哭
C:你们两个人
A:这个白痴花花
B:我会让你看看我的游戏
A:不,是你在哭
B:别担心
A:1/哭哭
A:1/太软
C:我们都会输的
",1
"B: Can do anything to her 
C: Lame joke
D: Let's gangbang together
E: Ah ah
F: Lol
G: What the fuck
H: What's up Brody
I: Ew 
J: Funny
K: You are the one
L: Hahaha
M: My mom is still here
N: Oh so Lance is an orphan? 
O: So Lance has no mom?
P: How'd you know
Q: Btw how much for your mom per hour
R: The black skin ones who play 
S: Black skin means bad hygiene
T: 2k for unlimited fun
U: Come on Lance's mom is free now
V: Brody is LGBT
W: Sicko
X: You 
Y: Oh I see
Z: Oh lol
AA: You're one to talk
AB: You're black too just like Brody
AC: Hahaha
AD: The black skin disease is contagious guys
AE: Demons
AF: Allergic to seeing black people
AG: Dirty
",1
"B: 来1v1
A: 滚开
B: 确定吗
A: 吃我的队伍
B: 老师
A: 吃掉你
B: 老师/你想吗?
",1
"C: Indigenous animal
A: What a pity??? 
B: You've arrived
C: With those games hahahahaha
A: Tell me fucking asshole no
B: The good thing is I rank up very fast right?
C: Why are you so bad????
B: Reach glory
C: Better practice so you can reach glory
A: Okay good. I'll wait for you guys.
C: 5000 thousand games hahahahaha
B: Man how with 5000 thousand games
C: Haha
A: Within 100,000 games
B: Have you seen how good I am?
C: You need a thousand games to rank up to Mythic????
A: And you're still bad
B: Tell me how
C: Tell meeee
A: Not even Glory??
C: With 5000 games
B: You haven't even reached Glory
A: With 5 thousand games and not even Glory
C: Talks a lot
B: But still
A: I know I'm good yes I know
C: No, if you cared you would rank up hahahaha
B: Poor, because of me we turned the game around
C: Poor guy who has 5 thousand games and hasn't reached Glory
B: 5 thousand games and no Glory
A: Poooooor
C: You're pathetic
B: You ruin the fun for others
A: How are you still so bad
C: Learn to play
B: Animal
A: Even with 10 thousand games
C: You should have never started playing
B: What did you expect
C: Hahahaaaaa good
A: That they would die themselves?
B: Have you seen my profile??
C: Are you surprised
A: With the heroes you use hahaha
B: You're one of those who doesn't learn
A: Not because you play 1000000 games
C: You were the initiator, I don't know what you were doing
B: No wonder you're so bad
A: Hahah me
C: And your heroes
B: That you use
A: Don't even need hands
C: Now I understand why you're so bad animal!
B: 4000! games and you're still so bad
A: Please quit the game
C: Not even Mythic
B: What happened? I am useful 
A: Animallll
C: Poor you who saw my profile
B: I feel sorry for you
A: Well I vented on a noob
C: Shall we play?
B: Please quit the game
",1
,1
,1
"B: 无翻译
C: 无翻译
D: 无翻译  
E: 无翻译
F: 现在给我300个现金
G: 在女孩子面前装很纯洁
H: 真他妈虚伪
I: 什么鬼
J: 在女孩子面前装的那么纯洁  
K: 好的
L: 你的女孩50块钱就行
",1
,1
,1
,1
